date,store_id,product_id,category,rack_location,quantity_sold,unit_price_npr,discount_percent,customer_traffic,inventory_level,rainfall_mm,temperature,petrol_price,revenue_npr,cost_npr,profit_npr,is_dashain,is_tihar,is_holi,is_eid,is_lhosar,holiday_name,is_holiday,nepali_month,day_of_week,day,month,year,weekofyear,is_salary_week,festival_season
2024-08-04,1,1038,Laptop,R2-B,2,73410.9,10,399,35,6.93,7.8,158.28,132139.62,102775.26,29364.36,0,0,0,0,0,,0,Mangsir,Sunday,4,8,2024,31,1,0
2024-02-20,2,1025,Smartwatch,R1-B,3,111991.32,0,282,117,16.67,15.9,163.95,335973.96,235181.77,100792.19,0,0,0,0,0,,0,Jestha,Tuesday,20,2,2024,8,0,0
2024-10-18,14,1042,Smartphone,R1-A,5,173707.8,15,429,157,4.39,28.4,189.78,738258.15,607977.3,130280.85,0,0,0,0,0,,0,Magh,Friday,18,10,2024,42,0,0
2024-03-21,14,1035,Television,R4-D,7,84873.09,10,79,478,0.6,7.3,191.42,534700.47,415878.14,118822.33,0,0,0,0,0,,0,Ashadh,Thursday,21,3,2024,12,0,0
2024-03-28,1,1038,Headphone,R3-C,3,80922.99,20,326,274,10.87,23.8,171.79,194215.18,169938.28,24276.9,0,0,0,0,0,,0,Ashadh,Thursday,28,3,2024,13,0,0
2024-07-12,16,1060,Smartphone,R1-A,7,116748.41,15,120,168,17.5,20.2,179.84,694653.04,572067.21,122585.83,0,0,0,0,0,,0,Kartik,Friday,12,7,2024,28,0,0
2024-04-13,15,1015,Laptop,R2-B,5,64705.69,0,467,54,11.15,14.3,175.82,323528.45,226469.92,97058.53,0,0,0,0,0,,0,Shrawan,Saturday,13,4,2024,15,0,0
2024-09-27,15,1058,Headphone,R3-C,6,142416.3,15,442,470,26.01,27.7,166.19,726323.13,598148.46,128174.67,0,0,0,0,0,,0,Poush,Friday,27,9,2024,39,0,0
2024-04-05,12,1095,Headphone,R3-C,6,51241.8,15,243,83,27.5,6.6,168.79,261333.18,215215.56,46117.62,0,0,0,0,0,,0,Shrawan,Friday,5,4,2024,14,1,0
2024-07-16,16,1005,Router,R3-A,4,164992.81,0,206,5,19.34,19.9,176.07,659971.24,461979.87,197991.37,0,0,0,0,0,,0,Kartik,Tuesday,16,7,2024,29,0,0
2024-01-01,14,1097,Laptop,R2-B,8,55925.98,10,348,378,5.35,20.2,182.81,402667.06,313185.49,89481.57,0,0,0,0,0,,0,Baisakh,Monday,1,1,2024,1,1,0
2024-06-15,15,1055,Router,R3-A,9,198554.83,0,208,362,27.22,7.6,168.99,1786993.47,1250895.43,536098.04,0,0,0,0,0,,0,Ashwin,Saturday,15,6,2024,24,0,0
2024-05-05,15,1007,Laptop,R2-B,2,64659.57,20,33,343,23.5,9.1,182.96,103455.31,90523.4,12931.91,0,0,0,0,0,,0,Bhadra,Sunday,5,5,2024,18,1,0
2024-11-08,19,1093,Laptop,R2-B,9,176007.58,0,316,494,11.99,17.3,193.44,1584068.22,1108847.75,475220.47,0,0,0,0,0,,0,Falgun,Friday,8,11,2024,45,0,0
2024-03-21,8,1026,Router,R3-A,4,80676.48,5,435,255,33.41,21.1,155.98,306570.62,225894.14,80676.48,0,0,0,0,0,,0,Ashadh,Thursday,21,3,2024,12,0,0
2024-09-07,2,1070,Smartphone,R1-A,6,50718.86,5,156,405,15.59,6.6,161.55,289097.5,213019.21,76078.29,0,0,0,0,0,,0,Poush,Saturday,7,9,2024,36,1,0
2024-06-17,2,1026,Smartphone,R1-A,7,46780.32,15,71,197,26.61,5.4,191.65,278342.9,229223.57,49119.33,0,0,0,0,0,,0,Ashwin,Monday,17,6,2024,25,0,0
2024-03-13,10,1088,Smartphone,R1-A,4,170337.87,10,468,499,3.18,10.8,157.86,613216.33,476946.04,136270.29,0,0,0,0,0,,0,Ashadh,Wednesday,13,3,2024,11,0,0
2024-05-20,3,1045,Smartwatch,R1-B,8,63133.09,10,76,151,40.37,19.6,185.6,454558.25,353545.3,101012.95,0,0,0,0,0,,0,Bhadra,Monday,20,5,2024,21,0,0
2024-03-10,17,1040,Headphone,R3-C,8,69035.48,5,39,317,24.02,6.2,179.96,524669.65,386598.69,138070.96,0,0,0,0,0,,0,Ashadh,Sunday,10,3,2024,10,0,0
2024-09-18,8,1078,Smartphone,R1-A,1,41004.63,20,116,169,0.71,27.0,156.91,32803.7,28703.24,4100.46,0,0,0,0,0,,0,Poush,Wednesday,18,9,2024,38,0,0
2024-12-05,4,1024,Smartwatch,R1-B,8,192342.29,0,175,247,0.93,9.6,155.03,1538738.32,1077116.82,461621.5,0,0,0,0,0,,0,Chaitra,Thursday,5,12,2024,49,1,0
2024-11-03,14,1085,Headphone,R3-C,3,50459.3,0,399,248,0.68,28.2,175.08,151377.9,105964.53,45413.37,0,0,0,0,0,,0,Falgun,Sunday,3,11,2024,44,1,0
2024-09-01,10,1017,Smartphone,R1-A,5,50993.84,0,376,149,20.11,11.1,159.69,254969.2,178478.44,76490.76,0,0,0,0,0,,0,Poush,Sunday,1,9,2024,35,1,0
2024-01-03,1,1011,Laptop,R2-B,8,188891.78,20,492,209,16.09,15.4,189.89,1208907.39,1057793.97,151113.42,0,0,0,0,0,,0,Baisakh,Wednesday,3,1,2024,1,1,0
2024-12-02,4,1086,Television,R4-D,6,180377.97,20,415,399,19.49,19.4,174.23,865814.26,757587.47,108226.79,0,0,0,0,0,,0,Chaitra,Monday,2,12,2024,49,1,0
2024-03-03,1,1050,Smartphone,R1-A,4,51284.35,0,130,227,21.65,15.4,164.38,205137.4,143596.18,61541.22,0,0,0,0,0,,0,Ashadh,Sunday,3,3,2024,9,1,0
2024-02-18,17,1038,Television,R4-D,4,173215.66,0,20,243,46.86,5.7,161.73,692862.64,485003.85,207858.79,0,0,0,0,0,,0,Jestha,Sunday,18,2,2024,7,0,0
2024-03-16,17,1088,Smartphone,R1-A,4,51465.0,20,81,140,9.84,32.3,188.43,164688.0,144102.0,20586.0,0,0,0,0,0,,0,Ashadh,Saturday,16,3,2024,11,0,0
2024-06-23,7,1009,Laptop,R2-B,6,18723.9,0,356,119,7.93,13.6,183.75,112343.4,78640.38,33703.02,0,0,0,0,0,,0,Ashwin,Sunday,23,6,2024,25,0,0
2024-04-18,15,1093,Television,R4-D,7,164431.55,20,262,292,10.77,9.1,183.72,920816.68,805714.59,115102.09,0,0,0,0,0,,0,Shrawan,Thursday,18,4,2024,16,0,0
2024-07-01,13,1073,Smartwatch,R1-B,5,154768.52,15,294,179,0.52,9.0,158.41,657766.21,541689.82,116076.39,0,0,0,0,0,,0,Kartik,Monday,1,7,2024,27,1,0
2024-07-10,2,1097,Laptop,R2-B,8,60344.09,5,128,407,8.39,34.2,179.98,458615.08,337926.9,120688.18,0,0,0,0,0,,0,Kartik,Wednesday,10,7,2024,28,0,0
2024-03-05,19,1076,Television,R4-D,7,19847.52,5,384,124,3.11,8.7,189.78,131986.01,97252.85,34733.16,0,0,0,0,0,,0,Ashadh,Tuesday,5,3,2024,10,1,0
2024-12-02,13,1053,Television,R4-D,8,42874.9,20,17,466,8.49,15.4,185.64,274399.36,240099.44,34299.92,0,0,0,0,0,,0,Chaitra,Monday,2,12,2024,49,1,0
2024-09-27,11,1028,Router,R3-A,4,154669.2,0,224,241,46.08,7.0,159.73,618676.8,433073.76,185603.04,0,0,0,0,0,,0,Poush,Friday,27,9,2024,39,0,0
2024-04-09,15,1040,Router,R3-A,8,193020.07,5,230,211,19.57,27.1,192.97,1466952.53,1080912.39,386040.14,0,0,0,0,0,,0,Shrawan,Tuesday,9,4,2024,15,0,0
2024-02-01,10,1008,Laptop,R2-B,6,53282.41,10,89,474,10.51,22.9,157.79,287725.01,223786.12,63938.89,0,0,0,0,0,,0,Jestha,Thursday,1,2,2024,5,1,0
2024-12-17,9,1062,Laptop,R2-B,3,164015.24,0,428,16,4.99,21.0,177.28,492045.72,344432.0,147613.72,0,0,0,0,0,,0,Chaitra,Tuesday,17,12,2024,51,0,0
2024-05-07,9,1076,Laptop,R2-B,8,47130.67,20,81,15,16.92,30.7,192.8,301636.29,263931.75,37704.54,0,0,0,0,0,,0,Bhadra,Tuesday,7,5,2024,19,1,0
2024-12-04,1,1036,Headphone,R3-C,7,136560.88,10,209,384,5.92,22.2,187.89,860333.54,669148.31,191185.23,0,0,0,0,0,,0,Chaitra,Wednesday,4,12,2024,49,1,0
2024-02-12,17,1013,Smartwatch,R1-B,5,18555.47,20,182,340,27.76,33.7,182.23,74221.88,64944.14,9277.74,0,0,0,0,0,,0,Jestha,Monday,12,2,2024,7,0,0
2024-03-18,12,1072,Smartphone,R1-A,4,117888.54,0,298,380,7.48,23.7,189.25,471554.16,330087.91,141466.25,0,0,0,0,0,,0,Ashadh,Monday,18,3,2024,12,0,0
2024-11-09,10,1071,Router,R3-A,1,55299.6,15,243,474,3.88,15.6,181.93,47004.66,38709.72,8294.94,0,0,0,0,0,,0,Falgun,Saturday,9,11,2024,45,0,0
2024-10-15,5,1038,Television,R4-D,3,185317.5,15,270,256,9.91,6.1,157.2,472559.62,389166.75,83392.87,0,0,0,0,0,,0,Magh,Tuesday,15,10,2024,42,0,0
2024-09-26,18,1039,Router,R3-A,2,59370.68,15,455,285,0.84,26.8,169.03,100930.16,83118.95,17811.21,0,0,0,0,0,,0,Poush,Thursday,26,9,2024,39,0,0
2024-06-10,15,1053,Smartphone,R1-A,8,80891.26,0,430,467,5.82,16.2,172.08,647130.08,452991.06,194139.02,0,0,0,0,0,,0,Ashwin,Monday,10,6,2024,24,0,0
2024-07-07,6,1002,Laptop,R2-B,8,168454.46,0,154,279,3.06,23.0,176.86,1347635.68,943344.98,404290.7,0,0,0,0,0,,0,Kartik,Sunday,7,7,2024,27,1,0
2024-09-03,7,1054,Router,R3-A,5,88778.37,10,31,45,20.33,31.3,164.19,399502.66,310724.3,88778.36,0,0,0,0,0,,0,Poush,Tuesday,3,9,2024,36,1,0
2024-08-03,17,1032,Smartwatch,R1-B,5,49205.63,0,87,257,40.98,5.2,190.25,246028.15,172219.7,73808.45,0,0,0,0,0,,0,Mangsir,Saturday,3,8,2024,31,1,0
2024-11-10,6,1095,Smartwatch,R1-B,4,110413.78,0,239,142,49.09,27.8,164.15,441655.12,309158.58,132496.54,0,0,0,0,0,,0,Falgun,Sunday,10,11,2024,45,0,0
2024-12-04,8,1070,Headphone,R3-C,1,168318.26,10,169,284,0.36,18.1,181.3,151486.43,117822.78,33663.65,0,0,0,0,0,,0,Chaitra,Wednesday,4,12,2024,49,1,0
2024-06-16,12,1018,Router,R3-A,1,87769.17,10,23,354,20.66,8.7,190.06,78992.25,61438.42,17553.83,0,0,0,0,0,,0,Ashwin,Sunday,16,6,2024,24,0,0
2024-12-04,14,1033,Laptop,R2-B,6,28311.92,20,245,317,1.82,22.5,184.31,135897.22,118910.06,16987.16,0,0,0,0,0,,0,Chaitra,Wednesday,4,12,2024,49,1,0
2024-07-11,12,1077,Television,R4-D,4,77851.21,5,157,12,13.05,21.0,160.44,295834.6,217983.39,77851.21,0,0,0,0,0,,0,Kartik,Thursday,11,7,2024,28,0,0
2024-10-09,10,1049,Headphone,R3-C,4,190986.08,5,159,466,52.74,30.3,193.06,725747.1,534761.02,190986.08,0,0,0,0,0,,0,Magh,Wednesday,9,10,2024,41,0,0
2024-12-01,15,1046,Laptop,R2-B,3,16260.28,20,39,320,1.45,20.6,158.68,39024.67,34146.59,4878.08,0,0,0,0,0,,0,Chaitra,Sunday,1,12,2024,48,1,0
2024-01-13,7,1045,Headphone,R3-C,9,82872.14,15,447,44,7.6,29.8,163.0,633971.87,522094.48,111877.39,0,0,0,0,0,,0,Baisakh,Saturday,13,1,2024,2,0,0
2024-08-27,9,1055,Router,R3-A,3,130309.7,0,170,46,13.28,21.3,160.57,390929.1,273650.37,117278.73,0,0,0,0,0,,0,Mangsir,Tuesday,27,8,2024,35,0,0
2024-11-15,10,1056,Smartphone,R1-A,8,17546.51,10,270,15,14.32,18.4,181.68,126334.87,98260.46,28074.41,0,0,0,0,0,,0,Falgun,Friday,15,11,2024,46,0,0
2024-05-26,10,1082,Router,R3-A,2,70300.6,10,27,381,15.28,16.1,187.3,126541.08,98420.84,28120.24,0,0,0,0,0,,0,Bhadra,Sunday,26,5,2024,21,0,0
2024-07-22,16,1050,Laptop,R2-B,4,188234.51,15,72,106,9.35,10.2,164.52,639997.33,527056.63,112940.7,0,0,0,0,0,,0,Kartik,Monday,22,7,2024,30,0,0
2024-03-20,7,1053,Television,R4-D,1,8065.87,10,439,2,4.49,22.5,194.17,7259.28,5646.11,1613.17,0,0,0,0,0,,0,Ashadh,Wednesday,20,3,2024,12,0,0
2024-02-12,5,1089,Television,R4-D,5,150844.89,15,144,103,33.43,21.3,160.57,641090.78,527957.12,113133.66,0,0,0,0,0,,0,Jestha,Monday,12,2,2024,7,0,0
2024-03-29,3,1080,Laptop,R2-B,2,168592.24,20,166,453,1.92,34.3,167.63,269747.58,236029.14,33718.44,0,0,0,0,0,,0,Ashadh,Friday,29,3,2024,13,0,0
2024-05-27,18,1027,Headphone,R3-C,1,56858.02,15,66,94,16.1,17.4,174.61,48329.32,39800.61,8528.71,0,0,0,0,0,,0,Bhadra,Monday,27,5,2024,22,0,0
2024-04-04,11,1018,Smartwatch,R1-B,1,44513.45,5,440,132,10.88,17.6,187.35,42287.78,31159.41,11128.37,0,0,0,0,0,,0,Shrawan,Thursday,4,4,2024,14,1,0
2024-05-30,15,1026,Laptop,R2-B,2,183134.54,15,274,409,24.04,9.9,170.06,311328.72,256388.36,54940.36,0,0,0,0,0,,0,Bhadra,Thursday,30,5,2024,22,0,0
2024-01-02,5,1047,Router,R3-A,5,153272.34,20,263,347,33.04,22.9,162.2,613089.36,536453.19,76636.17,0,0,0,0,0,,0,Baisakh,Tuesday,2,1,2024,1,1,0
2024-01-22,12,1018,Television,R4-D,9,24449.38,15,196,270,11.86,30.4,173.6,187037.76,154031.09,33006.67,0,0,0,0,0,,0,Baisakh,Monday,22,1,2024,4,0,0
2024-11-08,4,1096,Smartphone,R1-A,6,44015.06,20,377,200,9.59,12.4,174.06,211272.29,184863.25,26409.04,0,0,0,0,0,,0,Falgun,Friday,8,11,2024,45,0,0
2024-11-23,15,1050,Television,R4-D,4,125028.32,5,370,253,3.0,5.3,155.65,475107.62,350079.3,125028.32,0,0,0,0,0,,0,Falgun,Saturday,23,11,2024,47,0,0
2024-01-07,9,1006,Smartwatch,R1-B,3,85044.55,0,388,182,26.53,25.7,155.84,255133.65,178593.56,76540.09,0,0,0,0,0,,0,Baisakh,Sunday,7,1,2024,1,1,0
2024-07-24,7,1028,Television,R4-D,8,101826.53,20,336,149,2.58,5.9,166.11,651689.79,570228.57,81461.22,0,0,0,0,0,,0,Kartik,Wednesday,24,7,2024,30,0,0
2024-04-23,10,1042,Smartwatch,R1-B,3,190405.4,0,208,36,22.58,17.3,184.65,571216.2,399851.34,171364.86,0,0,0,0,0,,0,Shrawan,Tuesday,23,4,2024,17,0,0
2024-09-28,13,1068,Laptop,R2-B,1,85206.62,20,378,468,8.4,23.4,169.64,68165.3,59644.63,8520.67,0,0,0,0,0,,0,Poush,Saturday,28,9,2024,39,0,0
2024-03-23,8,1093,Television,R4-D,4,176573.04,15,180,489,9.95,16.6,163.45,600348.34,494404.51,105943.83,0,0,0,0,0,,0,Ashadh,Saturday,23,3,2024,12,0,0
2024-06-27,12,1057,Headphone,R3-C,5,132827.45,0,324,412,11.32,12.8,159.52,664137.25,464896.07,199241.18,0,0,0,0,0,,0,Ashwin,Thursday,27,6,2024,26,0,0
2024-07-28,19,1007,Router,R3-A,5,26080.65,20,15,409,1.01,29.0,166.22,104322.6,91282.28,13040.32,0,0,0,0,0,,0,Kartik,Sunday,28,7,2024,30,0,0
2024-11-23,1,1041,Headphone,R3-C,5,149412.39,20,375,325,36.28,14.0,174.26,597649.56,522943.36,74706.2,0,0,0,0,0,,0,Falgun,Saturday,23,11,2024,47,0,0
2024-05-03,16,1075,Router,R3-A,8,105001.4,0,265,138,26.51,10.4,158.74,840011.2,588007.84,252003.36,0,0,0,0,0,,0,Bhadra,Friday,3,5,2024,18,1,0
2024-04-22,17,1041,Television,R4-D,8,46569.26,20,376,99,3.81,16.7,155.6,298043.26,260787.86,37255.4,0,0,0,0,0,,0,Shrawan,Monday,22,4,2024,17,0,0
2024-01-12,18,1012,Television,R4-D,4,59330.77,0,318,403,8.42,8.9,160.09,237323.08,166126.16,71196.92,0,0,0,0,0,,0,Baisakh,Friday,12,1,2024,2,0,0
2024-05-05,11,1025,Router,R3-A,9,112351.82,5,329,235,14.62,25.7,184.52,960608.06,707816.47,252791.59,0,0,0,0,0,,0,Bhadra,Sunday,5,5,2024,18,1,0
2024-02-22,18,1017,Smartphone,R1-A,1,121137.09,10,497,83,21.2,26.3,173.65,109023.38,84795.96,24227.42,0,0,0,0,0,,0,Jestha,Thursday,22,2,2024,8,0,0
2024-11-26,7,1041,Television,R4-D,5,193698.93,5,257,346,37.25,5.4,172.81,920069.92,677946.25,242123.67,0,0,0,0,0,,0,Falgun,Tuesday,26,11,2024,48,0,0
2024-10-09,18,1050,Smartphone,R1-A,5,171234.59,0,228,453,23.14,25.8,155.79,856172.95,599321.06,256851.89,0,0,0,0,0,,0,Magh,Wednesday,9,10,2024,41,0,0
2024-05-19,8,1083,Smartphone,R1-A,5,42756.18,15,13,32,1.51,14.0,183.44,181713.76,149646.63,32067.13,0,0,0,0,0,,0,Bhadra,Sunday,19,5,2024,20,0,0
2024-04-06,6,1015,Router,R3-A,8,155250.43,15,10,120,11.35,24.7,163.08,1055702.92,869402.41,186300.51,0,0,0,0,0,,0,Shrawan,Saturday,6,4,2024,14,1,0
2024-01-05,7,1002,Smartphone,R1-A,9,3641.78,10,335,29,24.84,26.2,158.63,29498.42,22943.21,6555.21,0,0,0,0,0,,0,Baisakh,Friday,5,1,2024,1,1,0
2024-02-26,10,1090,Smartphone,R1-A,3,27702.08,0,40,433,10.78,13.3,188.68,83106.24,58174.37,24931.87,0,0,0,0,0,,0,Jestha,Monday,26,2,2024,9,0,0
2024-11-29,11,1078,Laptop,R2-B,9,41540.68,20,330,33,14.65,10.6,174.42,299092.9,261706.28,37386.62,0,0,0,0,0,,0,Falgun,Friday,29,11,2024,48,0,0
2024-03-09,13,1097,Headphone,R3-C,8,120245.47,5,126,132,22.07,29.8,184.96,913865.57,673374.63,240490.94,0,0,0,0,0,,0,Ashadh,Saturday,9,3,2024,10,0,0
2024-04-27,9,1044,Smartphone,R1-A,3,40547.63,5,462,207,35.33,27.2,187.88,115560.75,85150.02,30410.73,0,0,0,0,0,,0,Shrawan,Saturday,27,4,2024,17,0,0
2024-02-28,7,1021,Headphone,R3-C,2,74324.04,10,284,139,5.14,30.1,193.58,133783.27,104053.66,29729.61,0,0,0,0,0,,0,Jestha,Wednesday,28,2,2024,9,0,0
2024-02-02,9,1022,Smartphone,R1-A,4,50070.4,10,206,75,36.33,18.1,179.95,180253.44,140197.12,40056.32,0,0,0,0,0,,0,Jestha,Friday,2,2,2024,5,1,0
2024-11-13,13,1058,Headphone,R3-C,2,68808.49,10,383,74,20.32,18.7,157.73,123855.28,96331.89,27523.39,0,0,0,0,0,,0,Falgun,Wednesday,13,11,2024,46,0,0
2024-02-19,3,1061,Television,R4-D,4,188605.39,10,334,307,18.17,15.3,177.31,678979.4,528095.09,150884.31,0,0,0,0,0,,0,Jestha,Monday,19,2,2024,8,0,0
2024-01-19,3,1067,Television,R4-D,5,199480.52,10,186,306,13.45,20.0,175.38,897662.34,698181.82,199480.52,0,0,0,0,0,,0,Baisakh,Friday,19,1,2024,3,0,0
2024-08-01,1,1053,Headphone,R3-C,2,137772.98,10,296,404,30.42,24.4,157.3,247991.36,192882.17,55109.19,0,0,0,0,0,,0,Mangsir,Thursday,1,8,2024,31,1,0
2024-07-15,2,1056,Smartphone,R1-A,8,115316.96,20,453,454,12.08,29.4,167.25,738028.54,645774.98,92253.56,0,0,0,0,0,,0,Kartik,Monday,15,7,2024,29,0,0
2024-02-16,3,1022,Laptop,R2-B,1,142272.67,20,245,57,15.49,10.5,171.49,113818.14,99590.87,14227.27,0,0,0,0,0,,0,Jestha,Friday,16,2,2024,7,0,0
2024-06-15,15,1059,Headphone,R3-C,3,154787.14,5,464,97,8.85,17.2,161.44,441143.35,325052.99,116090.36,0,0,0,0,0,,0,Ashwin,Saturday,15,6,2024,24,0,0
2024-10-15,6,1072,Smartwatch,R1-B,7,148324.52,5,88,124,18.55,18.8,155.35,986358.06,726790.15,259567.91,0,0,0,0,0,,0,Magh,Tuesday,15,10,2024,42,0,0
2024-05-20,13,1087,Laptop,R2-B,1,18214.72,10,252,447,6.77,19.6,185.28,16393.25,12750.3,3642.95,0,0,0,0,0,,0,Bhadra,Monday,20,5,2024,21,0,0
2024-03-24,1,1084,Smartwatch,R1-B,2,63438.1,5,320,348,38.81,21.3,189.07,120532.39,88813.34,31719.05,0,0,1,0,0,Holi,1,Ashadh,Sunday,24,3,2024,12,0,1
2024-06-30,19,1054,Headphone,R3-C,3,69999.41,10,214,133,13.43,29.1,164.16,188998.41,146998.76,41999.65,0,0,0,0,0,,0,Ashwin,Sunday,30,6,2024,26,0,0
2024-03-19,1,1079,Smartphone,R1-A,2,75112.39,20,469,483,37.77,31.6,155.15,120179.82,105157.35,15022.47,0,0,0,0,0,,0,Ashadh,Tuesday,19,3,2024,12,0,0
2024-08-02,2,1062,Smartwatch,R1-B,2,70174.13,15,392,225,4.42,9.8,190.6,119296.02,98243.78,21052.24,0,0,0,0,0,,0,Mangsir,Friday,2,8,2024,31,1,0
2024-01-14,15,1055,Headphone,R3-C,6,157844.27,20,220,432,32.3,26.4,160.36,757652.5,662945.93,94706.57,0,0,0,0,0,,0,Baisakh,Sunday,14,1,2024,2,0,0
2024-08-02,14,1054,Laptop,R2-B,7,150025.72,0,342,199,4.58,19.4,171.13,1050180.04,735126.03,315054.01,0,0,0,0,0,,0,Mangsir,Friday,2,8,2024,31,1,0
2024-05-07,19,1024,Smartphone,R1-A,6,2910.86,20,100,36,6.86,17.5,169.64,13972.13,12225.61,1746.52,0,0,0,0,0,,0,Bhadra,Tuesday,7,5,2024,19,1,0
2024-11-05,11,1025,Smartwatch,R1-B,6,60683.54,0,175,137,27.97,8.4,161.57,364101.24,254870.87,109230.37,0,0,0,0,0,,0,Falgun,Tuesday,5,11,2024,45,1,0
2024-09-04,15,1048,Headphone,R3-C,9,125485.4,5,170,207,6.43,6.9,178.95,1072900.17,790558.02,282342.15,0,0,0,0,0,,0,Poush,Wednesday,4,9,2024,36,1,0
2024-01-29,6,1062,Smartphone,R1-A,8,25812.59,20,15,193,17.84,34.3,191.74,165200.58,144550.5,20650.08,0,0,0,0,0,,0,Baisakh,Monday,29,1,2024,5,0,0
2024-10-06,9,1044,Smartphone,R1-A,8,16097.26,15,150,55,9.87,24.3,175.55,109461.37,90144.66,19316.71,0,0,0,0,0,,0,Magh,Sunday,6,10,2024,40,1,0
2024-12-03,5,1072,Television,R4-D,6,166022.83,20,214,338,11.57,18.6,193.92,796909.58,697295.89,99613.69,0,0,0,0,0,,0,Chaitra,Tuesday,3,12,2024,49,1,0
2024-11-14,2,1078,Smartphone,R1-A,5,91631.49,20,470,326,13.98,27.9,162.63,366525.96,320710.21,45815.75,0,0,0,0,0,,0,Falgun,Thursday,14,11,2024,46,0,0
2024-07-20,6,1038,Headphone,R3-C,9,171426.1,20,29,321,1.53,7.7,188.94,1234267.92,1079984.43,154283.49,0,0,0,0,0,,0,Kartik,Saturday,20,7,2024,29,0,0
2024-12-26,18,1096,Laptop,R2-B,2,165063.44,10,109,300,33.92,23.2,165.28,297114.19,231088.82,66025.37,0,0,0,0,0,,0,Chaitra,Thursday,26,12,2024,52,0,0
2024-02-26,19,1064,Router,R3-A,7,178887.36,20,174,86,3.52,24.8,165.02,1001769.22,876548.06,125221.16,0,0,0,0,0,,0,Jestha,Monday,26,2,2024,9,0,0
2024-08-05,9,1068,Television,R4-D,6,11558.36,20,54,94,4.03,18.6,159.71,55480.13,48545.11,6935.02,0,0,0,0,0,,0,Mangsir,Monday,5,8,2024,32,1,0
2024-03-02,6,1055,Headphone,R3-C,7,38853.75,15,466,195,8.73,12.6,189.55,231179.81,190383.38,40796.43,0,0,0,0,0,,0,Ashadh,Saturday,2,3,2024,9,1,0
2024-06-05,14,1008,Headphone,R3-C,4,60636.35,0,346,191,23.2,33.6,184.0,242545.4,169781.78,72763.62,0,0,0,0,0,,0,Ashwin,Wednesday,5,6,2024,23,1,0
2024-07-20,13,1069,Headphone,R3-C,9,28973.62,0,236,143,24.0,14.0,168.67,260762.58,182533.81,78228.77,0,0,0,0,0,,0,Kartik,Saturday,20,7,2024,29,0,0
2024-01-17,11,1027,Smartwatch,R1-B,7,98123.02,15,324,9,3.26,8.7,168.98,583831.97,480802.8,103029.17,0,0,0,0,0,,0,Baisakh,Wednesday,17,1,2024,3,0,0
2024-11-17,12,1044,Smartwatch,R1-B,2,160197.42,5,61,240,18.16,23.9,188.79,304375.1,224276.39,80098.71,0,0,0,0,0,,0,Falgun,Sunday,17,11,2024,46,0,0
2024-01-06,19,1025,Laptop,R2-B,4,190334.0,20,155,148,15.75,22.2,192.1,609068.8,532935.2,76133.6,0,0,0,0,0,,0,Baisakh,Saturday,6,1,2024,1,1,0
2024-02-27,19,1027,Headphone,R3-C,5,178135.68,5,290,475,4.75,27.6,179.1,846144.48,623474.88,222669.6,0,0,0,0,0,,0,Jestha,Tuesday,27,2,2024,9,0,0
2024-11-20,19,1039,Smartwatch,R1-B,2,92552.66,15,132,493,12.52,27.6,171.27,157339.52,129573.72,27765.8,0,0,0,0,0,,0,Falgun,Wednesday,20,11,2024,47,0,0
2024-11-13,13,1014,Smartwatch,R1-B,8,128025.24,5,216,139,6.45,23.6,157.13,972991.82,716941.34,256050.48,0,0,0,0,0,,0,Falgun,Wednesday,13,11,2024,46,0,0
2024-06-17,14,1005,Smartwatch,R1-B,1,47677.83,0,480,12,26.04,11.2,160.06,47677.83,33374.48,14303.35,0,0,0,0,0,,0,Ashwin,Monday,17,6,2024,25,0,0
2024-03-22,18,1026,Laptop,R2-B,3,81795.78,10,394,253,3.21,31.6,160.67,220848.61,171771.14,49077.47,0,0,0,0,0,,0,Ashadh,Friday,22,3,2024,12,0,0
2024-08-06,12,1037,Laptop,R2-B,1,174494.15,5,306,499,14.3,12.4,166.07,165769.44,122145.9,43623.54,0,0,0,0,0,,0,Mangsir,Tuesday,6,8,2024,32,1,0
2024-06-25,4,1067,Headphone,R3-C,5,7781.11,10,111,487,39.92,7.8,165.28,35014.99,27233.88,7781.11,0,0,0,0,0,,0,Ashwin,Tuesday,25,6,2024,26,0,0
2024-07-22,10,1074,Television,R4-D,8,107486.34,5,283,80,24.0,14.0,176.72,816896.18,601923.5,214972.68,0,0,0,0,0,,0,Kartik,Monday,22,7,2024,30,0,0
2024-03-11,17,1084,Headphone,R3-C,7,174814.06,15,138,209,4.65,19.5,192.76,1040143.66,856588.89,183554.77,0,0,0,0,0,,0,Ashadh,Monday,11,3,2024,11,0,0
2024-09-22,4,1063,Smartwatch,R1-B,9,26157.96,10,176,372,21.15,11.2,189.47,211879.48,164795.15,47084.33,0,0,0,0,0,,0,Poush,Sunday,22,9,2024,38,0,0
2024-04-07,12,1029,Router,R3-A,2,196544.15,5,211,393,8.98,15.0,175.37,373433.88,275161.81,98272.07,0,0,0,0,0,,0,Shrawan,Sunday,7,4,2024,14,1,0
2024-12-10,13,1081,Smartwatch,R1-B,8,4453.51,15,424,377,43.56,20.4,155.69,30283.87,24939.66,5344.21,0,0,0,0,0,,0,Chaitra,Tuesday,10,12,2024,50,0,0
